text,target
"17. Memorijal „Vladimir Šoštarić“ Zagrepčanu Stjepanu Šaškoru, Cindrić treći http://t.co/LxzQJqy8yc
",Neu
"Mjere štednje sa zakašnjenjem: Djelatnicima gradske uprave u Slunju smanjene plaće za 10 posto http://t.co/YUjOcn8W2l
",Neu
"“Sjećanje na Turanj” – Karlovac se prisjeća prvog napada na grad prije 22 godine http://t.co/wVN2uGdL9M
",Neu
"7 dana na 4 rijeke: Europski novac za projekte o kojima smo dosad mogli samo sanjati? http://t.co/1hZiVWiCWi
",Neu
"Čuvari dokumenata kroz povijest obilježili Međunarodni dan arhiva – svečano i u karlovačkom arhivu    http://t.co/IMpdy5Logp
",Neu
"Starici u Draganiću ukraden novac, za krađu stroja za pranje suđa u Mačekovoj osumnjičen 28-godišnjak http://t.co/zzQ6Er2NOw
",Neu
"Gradonačelniku Jeliću nagrada za najgradonačelnika – zasluge jer je puno napravio i za bošnjačku manjinu u Karlovcu http://t.co/Cw4PdkmgpJ
",Neu
"Jelić bi lampione s koranskog mosta odnio pod raspelo, HSS-ovac Pavlačić traži istragu tko ih je zapalio http://t.co/Vx1TMcGuRJ
",Neu
"Karlovac ponovo centar filmskog stvaralaštva mladih – sinoć otvorena 18. Revija mladeži i Four River Festival http://t.co/y1BGuZNcAG
",Neu
"Najbolji hrvatski bodybuilder demonstrirat će danas vježbe na novom poligonu u Dugoj Resi http://t.co/xdXbOUb2Yd
",Neu
"U drugom kolu ITF turnira u Umagu Adrijana Lekaj izgubila od Pantuckove http://t.co/nHj76Ve3hw
",Neu
"Referenca HDZ, HSS…!? U životopisima kandidati za članove NO navodili i stranačku pripadnost http://t.co/SH7hUYBvtk
",Neu
"Vrhovni sud braći Hudorović za ubojstvo i četverostruki pokušaj umanjio kazne za ukupno 22 godine http://t.co/ZFctenBAAl
",Neu
"Matematika nije bauk – stotinu turanjskih učenika i roditelja zabavljalo se uz “strašan” predmet http://t.co/mPpcpHg9NM
",Neu
"Večeras: Balašević Tribute Band u Riveru, Nipplesi u Papasu, “Naša stvar” u Cohibi, Grofovi… http://t.co/dgowSdO1hp
",Neu
"Porazi karlovačkih hokejaša i pobjeda momčadi U10 – s otvaranjem leda nadaju se boljim rezultatima http://t.co/9Q1xGN1X9w
",Neu
"Karlovačka građanska garda dobila novog zapovjednika, u 2014. ima gust raspored događanja http://t.co/EXmlHJdNYd
",Neu
"Tena Kunović na listi putnika za SP http://t.co/oujblA3Q9b
",Neu
"Ogulin u srcu: Božić nekog davnog vremena http://t.co/CEhuWzJTXC
",Neu
"Gripe samo toliko da znamo kako je tu: Prošli tjedan, službeno, jedan oboljeli u županiji http://t.co/5PVafdd9IT
",Neu
"KAretrovizor: Pijanke, tučnjave i orgije na Međunarodnom omladinskom kampu u Mrzlom Polju http://t.co/IGEQmMgXFf
",Neu
"Tko ju je vidio? Odlutala mačka na Gornjim Stativama, vlasnici mole za pomoć http://t.co/MUjTFNO25J
",Neu
"Košarka: Dvije važne pobjede djevojaka, utakmica Šanca odgođena http://t.co/fugJsXmFuY
",Neu
"Večeras Noć muzeja – brojni zanimljivi programi u Karlovcu i Ogulinu, ali i G. Stolu i Ozlju http://t.co/r0yz80888q
",Neu
"KAbina: Scarsoulsi predstavili treći album, Renato Knezac po prvi puta svoje priče http://t.co/EhsVIvvqG7
",Neu
"Mali nogomet: Turnir limača u Slunju, prvo mjesto osvojili dječaci Karlovca 1919 http://t.co/Xp5VMiPdoA
",Neu
"Karlovački hip-hoper DRC u suradnji s vinkovačkim reperom Brkom objavio novu stvar “Sto posto” http://t.co/NfGbuuh4Ib
",Neu
"Uz knjige i odjeću za početak školske godine, razmislite i o sigurnosti vaše djece: https://t.co/GhRH4m18Bz
",Neu
"Jeste li pretplaćeni na naš newsletter? Sada to možete na našoj naslovnici! https://t.co/gnzBAApT7l
",Neu
"Znate onu ""Hej mama, ja sam u novinama, ja i moja slika""? http://t.co/3UKDRwuaub
",Neu
"Biste li štedjeli da vam netko zajamči povrat uplaćene svote uvećane za visinu premije? http://t.co/x8bRZyWC
",Neu
"Optimizirajte troškove telefoniranja uz naše savjete.. https://t.co/gEJaualJ
",Neu
""" svjetsko istraživanje o financijskoj pismenosti"": više štede oni koje manje imaju!  http://t.co/BdBW9G2y
",Neu
"Portal kompare.hr od sada uspoređuje i zdravstvena osiguranja http://t.co/YJw1LSsaeE via @netokracija
",Neu
"Koja je točno razlika između dodatnog i dopunskog #zdravstvenog osiguranja? Saznajte više  na: https://t.co/Z3u6XfmcRE
",Neu
"@LukaZenich ili posljednju večeru preko ramena i golu žensku na mišiće da pokažeš kako si domoljubna muškarčina Ultra Faker hahah
",Neu
"Dok čekam princa na bijelom konju jašu me konjevi. hahahahah šalim se+
",Neu
"Bojim se da mi se nekad pred svima ne ištekaju slušalice pa da svi čuju kakvu muziku slušam
",Neu
"Ako trebate mjesto za ručak nedjeljom krenite i na ovu stranu Gordan, Martina, Željka (@ Ljubekov gaj) [pic]: http://t.co/B99NseCwqb
",Neu
"@milosdjajic dvije županije zg i kopkiz, gradovi Slavonski Brod i Šibenik - to je 4:0
",Neu
"OVAKO NAS VIDI BBC: U Beograd se ide zbog provoda, žena i jeftinog pića! http://t.co/t1Zy8WdNfh
",Neu
"FOTO: Gospino ukazanje vidiocu Ivanu Dragičeviću 30.08.2013. Više slike možete pogledati na linku.... http://t.co/JvSVRIwFZ4
",Neu
"Pedeseta obljetnica čašćenja Blažene Marije Djevice Siromaha http://t.co/IQTChj2f66
",Neu
"U Međugorju nam je rekla: „Ja sam vaša majka i uvijek želim da budete bliže Ocu… Ja sam vaša majka i želim vam... http://t.co/uFYf2CCqE8
",Neu
"Međugorje je u polufinalu malonogometne lige MZ-a Hercegovine! Večerašnji protivnik bio je mostarski Rudnik.... http://t.co/crsSdwv5ux
",Neu
"Unatoč visokoj dobi Katica Setz (r. 1918.) već niz godina predvodi hodočasnike koji se iz Dubrovnika zapućuju u... http://t.co/SFJD06iMVW
",Neu
"Neki dan sam išao ZET-ovim autobusom s Kvaternikovog trga kući i na zadnjem sjedištu sam ugledao nekoliko mladića... http://t.co/EzOs8fxAVH
",Neu
"O svemu ovome nisam niti ja prije razmišljao dok se nije pojavila jedna međugorska poruka, koja je upućena preko... http://t.co/vt3KdjlQhe
",Neu
"Prijavite se i vi sa svojim zaručnikom ili zaručnicom za susret s papom Franjom na Valentinovo http://t.co/Rx1V6tlzhw
",Neu
"Prijavite se i vi sa svojim zaručnikom ili zaručnicom za susret s papom Franjom na Valentinovo http://t.co/tlB8VKk1Af
",Neu
"Sveta Eulalija, djevica i mučenica http://t.co/SvplUXCo8l
",Neu
"@ipletenac ma zavsit ces na putu, zasto danas kada mozes sutra :) Kako to da ides? Imas neki projekt?
",Neu
"@toncijukic @DomagojPa @mgeric poslje aerosteaka pojeo sam surface palacinku. Htjeli su mi uvalit iCoffee, ja rekao NE! Ocu modern coffee!
",Neu
"@toncijukic navrati ako si u blizini:)
",Neu
"@dpasaric ... onda dodjes na neki nas fax ispredavati to, i skuzis da si trebao isprintati na folije za grafoskop
",Neu
"Kaj kažete na ovakvo buđenje? Ja ne bi imala niš protiv. A kakvi su vaši planovi za vikend? Andrea Andrassy mašta... http://t.co/l14VcwOGQv
",Neu
"Siroti Slavek isto nije znao odgovor na pitanje i pridružio se rastućem trendu žirafa na profilnim slikama. Kako... http://t.co/qdTttl0UMa
",Neu
"Mi na Prvom već u Božićnom raspoloženju - planiramo kolače, kuhano vino, još malo kolača... O teretani ćemo... http://t.co/7iU54G7lsH
",Neu
"Prvi radio te vodi na koncert Bambi Molestersa sutra u VIP club! Upali 93,6 104,5 :)   Anja do 9tke! http://t.co/u99ipg6WL2
",Neu
"Dobra vam večer :) Večeras u emisiji 80e uzvraćaju udarac sviramo pjesme kojih se iz prve ruke sjećaju samo malo... http://t.co/Tbq1TJkBmK
",Neu
"Tko je napisao Shakespearea? Koji je glavni grad Bratislave? Što mislite o Papinoj ženi?  ""Tko je tu lud"" svaki... http://t.co/PAPQEga81m
",Neu
"Slavimo Dan zagrljaja pa evo jedan grupni iz naše redakcije! ;-) Jeste koga već zagrlili danas? Frano s vama do 13h! http://t.co/aCtPP2Q9Uy
",Neu
"Gladna čim otvorim oči!! A vi, dal smažete nekaj ujutro il se švercate samo s kavom? Pozzzzz od Jelene i Ane koje... http://t.co/tsSEzW7gcF
",Neu
"Porezne prijave se moraju podnijeti do kraja mjeseca. Evo jedna koja gađa u sridu! Andrea Andrassy s vama do 18 sati. http://t.co/i1wYaMpAwh
",Neu
"Nakon Blanke-U-Ime-Obitelji i Simone Šajn ex-Gotovac, evo još jednog preobraćenika,ravno iz kuhinje patera Zvjezdice. http://t.co/vub37D0Sw4
",Neu
"Al zato je rijecki javni prevoz kao i pred 40 godina. Samo bus broj komad ne vozi vise za Trsat.
",Neu
"Franjom Tuđmanom protiv Željke Markić.
",Neu
"@djivodj elizabeta gojan izgleda čuno. a welcoming committee ratnih zločinaca i profitera posebno je dojmljiv.
",Neu
"To kad Srećko Horvat zove Prajd ""Paradom"", dođe kao da netko njega zove Sraćko Horvat.
",Neu
"@pera_vampir zar netko zaista čuči i čeka da vidi tko će ga otpratit?
",Neu
"Ako si propustio epizodu onda si drugi dan u školi gnjavio sve žive da ti pričaju što je bilo do sitnih detalja.
",Neu
"@hgradeca a kao što svi znamo BOJA je jako važna kod iPhonea. Sve drugo je nebitno :D
",Neu
"@pcelamed jer me ova serija koju gledam potakla da o tome razmišljam. Ne zamaram se, mikroblogam. Za to tviter služi, ne?
",Neu
"1/2 Već mjesecima u svakom pranju fali jedna njegova čarapa. Uvijek ih je neparan broj. Nisam nikako mogla skužiti kako dok mi nije rekao...
",Neu
"""Zbog svega toga grad Vukovar jest i zaslužuje biti proglašen mjestom posebnog pijeteta...."" http://t.co/8J6Z7yQ6CH
",Neu
"ZIP Zagrebački Inkubator Poduzetništva 1 year - YouTube http://t.co/erJ6KUdxjS
",Neu
"eh don Petre, zagovaraj nas tamo gore, potrebnooo je...molimo te... Don Petar Šimić - život i rad http://t.co/DRLDh0anEk
",Neu
"Predavanje Načelnika Glavnog stožera Oružanih snaga RH, generala zbora dr. sc. Drage Lovrića PON 28.10. @ FER http://t.co/RqGor45EK1
",Neu
"maske padaju, to je lijepo, pošteno ""...potvrđujući činjenicu da je GONG provladina, a ne nevladina udruga..."" http://t.co/3VotcAv1JD
",Neu
"""Stoga je medicinski turizam jedan od sve važnijih motiva dolaska u Zagreb..."" http://t.co/qJ30IzsIA5
",Neu
"jučer me vidio u šetnji s dvoje male djece i sladoledom a danas srela sam ga kraj govornice nosio je dvije vrećice brijem da smo kvit
",Neu
"@milosmontana3 PA MISLIM RECI!!! Eeee kukala joj majka. Posle jebanja nema kajanja lutko moja. :)
",Neu
"@Militch ovo je fenomenalno :) I nažalost živa istina... Nekada je Palma bila poznata po seljakluku ali ih je Pink zajebao davnih dana!
",Neu
"@JayDee011 jao nemam njen broj u telefonu. Na drugom mi je u beogradu. Ajde mi pošalji njen broj u DM pliiiz? :)
",Neu
"Zato što sutra počinje post, ja sam izgleda odlučila da nadoknadim sa jelom za sledećih 40 dana jutros. Još samo vola da pojedem!
",Neu
"@NevaljalaBlog i ja isto! :) još samo 20tak dana i opet smo na istom kontinentu :)
",Neu
"U petak navečer mogućnost olujnog vjetra!? http://t.co/wGuLhCbkNE
",Neu
"RADIO KORZO: Vjerujete li da doista može doći do pojeftinjenja struje, i koliko jeftinija treba biti? http://t.co/cfUEGkLAEg
",Neu
"Smanjenje upisnih kvota za društvene fakultete - Radio Đakovo http://t.co/ojt4rhekwc
",Neu
"Drugi je dan Božića, blagdan sv. Stjepana. Svim Stjepanima, Stipama, Stipicama i onima koji nose slično ime... http://t.co/DKFJ8NFHmw
",Neu
"Potpisani ugovori o stipendijama - Radio Đakovo http://t.co/GqKln3pNnj
",Neu
"Ajmoooo, vrijeme je za ustajanje i jutarnju gimnastiku (poput lika na slici ispod), rastezanje i razbuđivanje. I... http://t.co/IE7GtWK9c8
",Neu
"Sam ja mogu u bijeloj majici, sivim trapericama i crnim tenisicama izgledat kao milijun dolara $$$$$$ #jaksa #wayfarerice
",Neu
"Rekao bi Milja, od sutra sam novi čovjek... Ali danas sam još uvijek onaj stari.
",Neu
"Nisam ja ljubazan jer si ti super. Ja gospodin ti luđakinja $$$$$$$$$$
",Neu
"Nekako mi baš prirodno uz Zračnu luku Zagreb ide ono 'kule u zraku'. A Hajdašu ne bih dao graditi ni Luna park.
",Neu
"Izgubljen crni mali novčanik, Gajnice, slijedi nagrada http://t.co/utsbZtiTz1
",Neu
"Izgubljen crveni novčanik, Gajnice, slijedi nagrada http://t.co/ZftCTJO4HL
",Neu
"@Debelitroglodit a ja redovito čistim history, ali još jedna od stvari koje radim je idem GODINAMA u prošlost u što sad slušate topic, rula.
",Neu
"Gladan sam, srećom ima maslinova ulja i pomidora za pofrigati. <3
",Neu
"Upute za studente odabrane za mobilnost i prva točka je ""odustajanje"" #okej
",Neu
"Što je eskimima na trgu? Svi su u narančastim haljinama i čelavi.
",Neu
"štimac odlazi.
",Neu
"Neki krasan noćni leptir, veličine dlana otprilike, tri sloja krila, crna pa crvena pa žuta, uletija u frižider pa sam mora smećara čekati.
",Neu
"Spremaš ručak 30 minuta da bi ga pojeo u 5 minuta. To je žyvot.
",Neu
"@utikejt A drugo je stručni termin koji se prepoznaje kao koncept i fenomen i razumljiv je tebi i određenoj manjini.
",Neu
"@utikejt @ssuljic Previše ljudi je uživljeno u Tomu Akvinskog u zadnje vrijeme, kužim dobre stvari koje je govrio, ali zašto ignorirati LOŠE
",Neu
"Kad razmišljam o ŽIVOTU sjetim se da je neki lik u nacističkom konc logru u svojoj čeliji urezao ""Bog će morati mene tražit za oprost"".
",Neu
"DON BOSCO U HRVATSKOJ ZA DESET DANA! Od sutra svaki dan objavljujemo molitve za devetnicu u čast Svetom Ivanu... http://t.co/wWA5PmDpTF
",Neu
"Mladi su dočekali vrhovnog poglavara. Svojim pjevanjem početak susreta animira zbor Dominiks iz Žepča. http://t.co/oEjZxNd57l
",Neu
"Na božićnom primanju i čestitanju zagrebačkom nadbiskupu kardinalu Josipu Bozaniću okupili su se brojni... http://t.co/0wrHiv94E5
",Neu
"@tourettesyn ma tak se oblači i 75% američkih youtube guruica kad si žele bit fancy.
",Neu
"@Ribacx odlučila sam, ak će netko spamat s ovog acc onda ću to bit ja!!
",Neu
"@ETOTAKO ja igram čovječe ne ljuti se. već danima! :D
",Neu
"@techtoni @trenutakhr Slazem se sa tobom, ali da bi postigli rezultate trebamo I podatke a ne non providet I non set cuda iz Google kuhinje.
",Neu
"@SasaStankovic Morat ću i ja tako nešto zbog leđa. A čini se da je plivanje pravi izbor :)
",Neu
"@TechToni Sve je to ok, ali mene zanima od kud im podaci o tvrtci prije nego i vlasnik dobije rješenje o registraciji
",Neu
"Dobro jutro ekipa. Vračamo se u pun pogon nakon odmora ili? :)
",Neu
"@vikot Nismo mi krivi, čovjek je rekao da mu treba pomoći potrošiti novce :) @nixa @sarunic @petminuta
",Neu
"[STUDENTI] Dan otvorenih vrata u Infinumu. Saznajte iz prve ruke kako je raditi kod nas. http://t.co/ccIgMmfGDi
",Neu
"Ja kao korisnik volim kad nešto platim, ne treba previše, ali dovoljno da znam da onaj koji mi pruža uslugu neće sutra riknuti.
",Neu
"Konačno sam si stavio ovaj OSX Maverick, uglavnom jer me Apple uvjerio. I kad kažem uvjerio, mislim ucijenio.
",Neu
"Zove mama i pita želim li probati njen novi kolač domišljato nazvan ""Ne baci me""
",Neu
"@WritingMammal budi samo sto jesi.. Reci joj bok.. I necu moc bit s tobom, ali bit ce bolje da to sam:)) ja u splitu:))) aj boook:)))
",Neu
"@pjerorlic @Kjukar da se prema svojoj zemlji ne odnosimo kao podstanari prema iznamljenom stanu... jel jasnije sad :)?
",Neu
"e, imam to kurje oko... heko please:)) tko da mi to ostruže?  bolje kurje nego ćoravo :)) aj help pls:)
",Neu
"@ivanahranjec profka je imala pravo. i ništica je hrv, nula stupnjeva je srps:)
",Neu
"@AhMateja @WritingMammal vuk je skuzio.. Pitaj njegA:))))
",Neu
"@ivanahranjec zena ima ""tvrd"" stav. Ali ne osjecam da je u krivu. Pitanje je koje su objektivne posljedice jednog i drugog.
",Neu
"Otvorenje i blagoslov dječjeg vrtića ""Golubica"" http://t.co/YTZ4Ff0cj6
",Neu
"Razgolićeni u distanci http://t.co/n0aSZZ8y5q
",Neu
"Stožer će od Milanovića tražiti 10 godina bez ćirilice u Vukovaru http://t.co/LNk5NbQjaC
",Neu
"Google Helpouts: Prvo smo pitali ljude za savjet, potom Google, a sada ljude preko Googlea:   Odgovo... http://t.co/tKHi9X5haa
",Neu
"Danas poslijepodne by Luka Papic http://t.co/x4M5SOxVNB
",Neu
"Junaci mora ovjenčani ""Plavom vrpcom"" http://t.co/lI2vRIlhQY
",Neu
"Villas-Boasu 4.5 milijuna eura odštete http://t.co/6GgTzn64A4
",Neu
"[VIDEO] Appleova božićna reklama snimljena je, kako drugačije, nego mobitelom iPgone 5s: Uopće ne čudi činjeni... http://t.co/2OyfRRZD8o
",Neu
"""Postolari"" spremni za veliki rođendanski koncert! http://t.co/INeDWKDILt
",Neu
"Službeno: Matić iz Benfice u Chelsea http://t.co/wcowWFDYrN
",Neu
"Microsoft se ostavlja Windowsa XP, no svejedno ćete ih morati aktivirati: Ne znamo jeste li znali, no ako iz n... http://t.co/LgSNtJFm3s
",Neu
"Domaći stručnjaci o Facebookovom preuzimanju WhatsAppa: Ako ne možeš pobijediti, akviziraj!:   Komun... http://t.co/L8qqliXk3v
",Neu
"Zadarska županija potvrdila suradnju sa Skupštinom europskih regija http://t.co/ImL1qEPElh
",Neu
"Ministar turizma Lorencin na turističkom sajmu ITB u Berlinu http://t.co/2IXM1PAziM
",Neu
"iPazin » Vinogradari moraju prijaviti prodaju grožđa http://t.co/QASeF1csGj
",Neu
"iPazin portal » Sufinanciranje programa povećanja energetske učinkovitosti: Danas, 9 rujna 2013. godine su na ... http://t.co/1KjWDQD0dM
",Neu
"iPazin » Hrvatske odbojkašice otputovale na EP, Lovrinov prepun samopouzdanja http://t.co/gbMxMOIdZb
",Neu
"iPazin portal » Vrlo obilna kiša u Sv. Katarini (78 mm) i Žminju (68 mm), obilna kiša pala je i u Puli (32 mm)... http://t.co/HVtGkNLTmu
",Neu
"iPazin portal » Bespravni azil ne može do gradskog novca: - Prihvatilištu za životinje Happy end, smještenom u... http://t.co/Oi4ToYYuMP
",Neu
"iPazin portal » Ministri u Pazinu o suradnji Hrvatske i Slovenije: U petak 6.rujna 2013. godine, u sjedištu Is... http://t.co/hE3XU8tSko
",Neu
"iPazin portal » Završnica projekta Nedilja u 5 popolne ove nedjelje u Zabrežanima: Nedilja u 5 popolne, projek... http://t.co/ALoLMCelc5
",Neu
"iPazin portal » Neslužbeni rezultati državnog referenduma za Pazin i središnju Istru: Na državnom referendumu ... http://t.co/OFzT8Qxc8v
",Neu
"iPazin portal » Tinjan: Maneštre s trukinjom, jačmikom ili fažolom: Drugi festival maneštri održan je u subotu... http://t.co/1e0nplEuXQ
",Neu
"iPazin portal » Veja na Nordijskom festivalu: Pazinska etno skupina Veja nastupiti će ovoga petka na prvom nor... http://t.co/hUVI1cL3yj
",Neu
"""U susret prvom sastanku Radnog tima za uređenje Pazinčice koji će se održati sutra (utorak 11.02.2014. u 09:30)... http://t.co/Et8ASFFQzK
",Neu
"iPazin portal » 21. izložba vina središnje Istre u Gračišću: - Izložba vina središnje Istre 21. će se put održ... http://t.co/qPlIiXCx88
",Neu
"- Izložba vina središnje Istre 21. će se put održati na Vazmeni ponedjeljak, 21. travnja, kada će Gračišće biti... http://t.co/fTpaUJib2c
",Neu
"želite da vam čitam nešto iz svog starog dnevnika? može.
",Neu
"kako mislis to ti nije brat obojica imate bradu
",Neu
"@JelenaMacan i isplati li se gledati? The Lost je bio predug i na kraju sam vise ocekivao, to bi mi bila sljedeca serija na redu za gledanje
",Neu
"Ako ikad prolazili kroz Hercegovinu i jela vam se janjetina,ovo mjesto obavezno posjetite http://t.co/Ay2ReGGDj6
",Neu
"@cyberbosanka u mostaru samo poneses onu potvrdu i u red za podizanje pasoša, i to je to
",Neu
"Ima li ovoga začina kupiti u BIH, ako ima gdje ima? Ovo ću stavljati na sve što jedem. http://t.co/613zvgxRbc
",Neu
"Koji mobitel preporucate za 1000 kn? ili manje xD
",Neu
"Prva za sada :-) Foto by Zvone i Mima on a picture Šime Babić http://t.co/nOLKn4Wj
",Neu
"Pomalo skeptičan prije početka razgovora ali je onda Filip Dizdar tu skeptičnost bacio u Kupu iza nas! http://t.co/X2H3x8sxFE
",Neu
"Ispričavamo se što nismo izbacili video ovaj tjedan jer se pripremamo za filmski festival jednominutnih filmova,... http://t.co/KEl6FBk4Y1
",Neu
"Slika sa današnjeg snimanja nove parodije. Nećemo vam još reći o čemu se radi ali cemo vam reći riječi koje se... http://t.co/18dYpAoV
",Neu
"Iako smo jučer izbacili novi video koji možete pogledati ovdje : http://t.co/WJiBYflu... http://t.co/hfk6tT7s
",Neu
"Pogledajte naše mještane kako čiste tavan i nako nešto se vrte na biciklu  :D http://t.co/KkbJHyKo
",Neu
"ovih dana očekujte i naš novi video, a do tada pogledajte novo djelo Vedrana "" WeksFlick"" Marijanovića, promo... http://t.co/reUUkDsy
",Neu
"@zapunjara @brpusic @mtjvsc a i treba posaditi sukulente, može doći pozzati
",Neu
"odvela sam psa do moje srednje škole. tamo smo jeli travu koju je odmah izrigao i popili smo malo vode iz bidea, život je lijep.
",Neu
"@ruzniuzorak da, dvaput sam te tjerala da hodamo za starijim ljudima ne bi li ušli u moju bivšu zgradu :-)
",Neu
"da bar znamo zadovoditi i varati i triksati
",Neu
"ja jela dns jetrice. zašto to jelo nitko ne voli? mislim, nikad ih nebi dotaknula, ali...:D
",Neu
"@hrvatskitelekom  uhh to bih rado, bas me zanima taj HTC one, steta sto nemate nesto kao savrsena tarifa kod @vipnetHRV tarifa je zakon :D
",Neu
"Kome se ne sviđaju rezultati #izborihr nek' dođe s nama raditi na scenariju budućnosti Hrvatske u 2017. i 2023. godini.
",Neu
"Konačni obračun kreće! Televizija Student i Montažstroj! @ Fakultet političkih znanosti (FPZG) http://t.co/RgWj69Vh
",Neu
"@stjepan_s Danku, Rade se nije navija na natječaj
",Neu
"Najbolje vizitke su one s krivim brojevima telefona.
",Neu
"Nikad u životu nisam imao vizitku. Lastane, jesam li što propustio?
",Neu
"Kao inače ne jedem sladoled, a zadnjih 4 dana ih pojela bar 10.
",Neu
"@Vjever :) ti? Ma svašta. Može, javit ću ti se ;)
",Neu
"Danas cvrčci ne prestaju cvrčati....duga topla noć...
",Neu
"@ivospigel Jeste možda razmišljali o streamanju @ZIPZg događanja? Rado bih to sve posušao a ne uklapa mi se uvijek dolazak u ZG
",Neu
"@marina_b612 Znam i za Piškorevce i Dražicu i Spičkovinu :D
",Neu
"@marcec Baš govorim @mbajkusa da se mi Tovari i nismo petljali s Mađarima. BTW, tada je bila Pešta, bez Budima :D
",Neu
"@mgeric nemam pojma, ali po reakcijama salonske ljevice, vidim da je netko o opet laprda u ime obitelji :)
",Neu
"Valjda zbog pomicanja sata @koji_lik Gledam nešto kalendar i ispada da ove godine Uskršnji ponedeljak pada u četvrtak?
",Neu
"Jesu li Putin i Obama u Krađorđevu dogovarali podjelu Ukrajine?
",Neu
"Eto sad znam da Patrik i ja zalazimo u istu birtiju. Jedino sto on dolazi u pratnji cura.
",Neu
"I'm at Crkva Presvetog Trojstva Donja Stubica (Donja Stubica, Krapinsko-zagorska) [pic]: http://t.co/ZERkWB3zKv
",Neu
"Lik iz Tottenhama se zove Lamela.  Sve je išlo po planu, ali onda sam morao mijenjati Lamelu i to sam skupo platio.
",Neu
"Kakav je to sofer koji ne moze s Corsom proc kroz prolaz u Miramarskoj...
",Neu
"Zenska u teretani s Tomato majicom. Okeeeej, od danas je ""bonbon"" natpis na meni svaki put tamo. Makar u obliku bedza.
",Neu
"@Lovro_P ne nego se sjecam kad smo to jeli kad sam ja bila davno davno lol
",Neu
"@nelkinster cekaj da dodjes na 3. rok iz statistike pa da ti se to jutro isprazni kao nekima
",Neu
"Lol, šaljem mami iMessage i čujem kako joj iPad doma zvoni :D
",Neu
"@tvrtkobarun radanje kao kraj trudnoce. doktor iz francuske pisao kak je promijenio prakse svoje bolnice u 70tima i sto je naucio.
",Neu
"dok ja planiram, Bog se smije. isplanirala da muž dođe kući ovaj vikend nakon dva mjeseca. pogodite tko je prije došao u posjet?
",Neu
"e, treba mi neka akcijetina od filma, aj ti sto bi zenio takvu sto gleda akcije predlozi @15422R ne prosim te, samo film molit cu
",Neu
"on dolazi, ja curim. povijest se ponavlja.
",Neu
"kad se sjetim da sam nekad bas voljela visit na tviteru
",Neu
"a jos vise kad ga prebaci za sutra jer danas pere kosu, ne moze se gubit vrijeme na oboje danas
",Neu
"prva kava popijena dva sata prekasno, ugodan radni dan želim mojim kolegicama
",Neu
"@pera_vampir a ja se mozgam sta cu za dorucak sutra, jos jednom 12 points za indjiju
",Neu
"obožavam kad u 2 sata u noći počinjem opisivati metodologiju istraživanja, s naglaskom na počinjem
",Neu
"#akosiizhrvatske sigurno si bar jednom spario kruh od prekjučer i salamu iz Lidla.
",Neu
"oči kad sklopim umorne u san mi dođu tambure i vrani konji gizdavi jure dok se ne razdani... http://t.co/6vfNj9L9Wp
",Neu
"@marekuzmaVK ti ne pomisli na mene, kad te stignu uspomene, i ne trudi se da znaaaš.... aaaaa!!! izgorjelaaaaa, kao baklja ivanjska :D
",Neu
"Ovaj tjedan mobitel možete ugrabiti i 1.200 kuna jeftinije - tportal.hr http://t.co/Ck5DD8Ii9p
",Neu
"Beyonce poručuje: ""prigrli svoju prošlost ali živi sada"" slažete li se? http://t.co/u6GAr4yP9w
",Neu
"Mislili smo da više nećemo izvlačiti ovu fotku :/  Kakvo je vaše raspoloženje danas? http://t.co/vjyxoMfRZk
",Neu
"Često im zavidimo na besprijekornom izgledu, ali zaboravljamo da nitko nije savršen: http://t.co/wAxHRxNjsz http://t.co/4MDAidmgmu
",Neu
"Nećete ostati ravnodušni - pogledajte kako je ova 16-mjesečna slatkica preplivala bazen: http://t.co/ZTe6O3ctEG
",Neu
"Milan Bandić - O Gay prideu u Zagrebu, 12.3.2012.: http://t.co/lVxHdU7i via @youtube
",Neu
"Na početku korizme smo, odricanje od negativnih misli je put ka razvoju osobnosti i nalaženju mira i ljubavi
",Neu
"Milan Bandić: ""Što god donesu, moramo provesti"" 2.2.2012.: http://t.co/nPUpI2q8 via @youtube
",Neu
"Gradonačelnik Bandić danas u 17 sati gostuje u emisiji Hrvatska uživo i odgovara na aktualna pitanja
",Neu
"Završna faza upisa, šaljemo podsjetnike, pripremamo kalendare, informacije za nastavnike...sutra počinje nastava:)
",Neu
"Kako biti spreman za nadolazece ljetne radne dane a istovremeno neprospavane noci:). Old school equip. #workout http://t.co/rywnnn0H25
",Neu
"Dumb Ways to Die: http://t.co/d5iIrqkLv7 Koliko smo svi puta blizu situacije da skonačamo jednim od ovih načina:). Lucky bastardz
",Neu
"Kad ti je stvarno stalo do nekoga,njegove greške ne menjaju tvoja osećanja,jer razum se naljuti-ali srcu je i dalje stalo :-)
",Neu
"Bolje pet do dvanaest, nego nijednu poslije jedan.
",Neu
"Njemačka je '03 omogućila lakše otpuštanje i time smanjila nezaposlenost. Što sindikati imaju reći na ovo? http://t.co/EeOcTjK5rl
",Neu
"@strings_kings poželjno prokletstvo, s njim su primili 3 gola u 9 utakmica, a Lovren je sam zabio Unitedu i Liverpoolu...
",Neu
"Ček, nikome nije smiješno što je Pussyćka danas primila Kurtza??
",Neu
